Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest time,,,STATE,689.483,858.323,168.840,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,692.425,732.428,40.003,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,695.206,705.206,10.000,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,705.956,709.705,3.749,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,717.472,722.224,4.752,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,723.896,732.647,8.751,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,732.223,733.473,1.250,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,732.681,737.430,4.749,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,733.473,740.223,6.750,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,739.430,777.268,37.838,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,742.395,745.895,3.500,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,745.672,749.922,4.250,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,752.672,758.170,5.498,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,754.234,759.223,4.989,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,761.223,776.732,15.509,,
JKAX7.3b_post,2022-10-30 23:28:03,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX7.3b_PorgesteroneKO_post_pup_top_right 29_01_2022 20_35_26 2.mp4,960.223,29.99,No focal subject,pup groom,,,STATE,772.734,885.747,113.013,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,779.672,782.422,2.750,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,781.723,784.724,3.001,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,784.724,792.726,8.002,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,785.422,799.671,14.249,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest building,,,STATE,788.810,794.310,5.500,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,793.474,794.723,1.249,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,794.723,798.223,3.500,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,800.647,804.149,3.502,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,802.676,814.569,11.893,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,crouching,,,STATE,806.758,894.507,87.749,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,809.972,820.260,10.288,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,827.239,847.757,20.518,,
JKAX6.2g_post,2022-10-30 23:27:19,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2g_KOprogesterone_post_pup_bottom_left 20_12_2021 18_11_53 3.mp4,960.560,29.97,No focal subject,nest building,,,STATE,833.811,862.839,29.028,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,845.759,847.759,2.000,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,847.759,849.768,2.009,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,850.764,853.018,2.254,,
JKAX4.3d_post,2022-10-29 15:59:16,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3d_PorgesteroneKO_post_pup_top_right 29_01_2022 20_07_08 2.mp4,968.900,29.99,No focal subject,pup groom,,,STATE,852.004,887.507,35.503,,
JKAX4.3e_post,2022-10-30 23:26:12,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX4.3e_PorgesteroneKO_post_pup_top_left 29_01_2022 19_37_49 1.mp4,960.780,29.95,No focal subject,pup groom,,,STATE,854.183,879.764,25.581,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup sniff,,,STATE,858.508,861.509,3.001,,
JKAX6.2h_post,2022-10-30 23:23:22,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2h_KOprogesterone_post_pup_bottom_right 20_12_2021 18_11_53 4.mp4,960.445,29.99,No focal subject,pup groom,,,STATE,860.018,867.771,7.753,,
JKAX6.2f_post,2022-10-29 19:29:40,,Z:/home/shared/people/Mingran/NPS_manipulation/hormone_receptor_knockout/MPOA/Progesterone/Post/Pup/JKAX6.2f_KOprogesterone_post_pup_top_right 20_12_2021 18_11_53 2.mp4,960.425,29.99,No focal subject,pup groom,,,STATE,861.509,863.507,1.998,,
