,Name,total_area
541,medial forebrain bundle,714951.72
542,medial forebrain bundle system,94269025.3
543,medial lemniscus,2656707.7
544,nigrostriatal tract,1716815.89
545,oculomotor nerve,948958.0
546,olfactory nerve,9007492.258
547,optic chiasm,5609555.1
548,optic nerve,20181258.3
549,optic radiation,22369468.1
550,optic tract,10880109.5
551,postcommissural fornix,4707055.9
552,posterior commissure,948958.0
553,posteromedial visual area,9856031.5
554,"posteromedial visual area, layer 1",1735407.2
555,"posteromedial visual area, layer 2/3",2556510.5
556,"posteromedial visual area, layer 4",947382.0
557,"posteromedial visual area, layer 5",2667918.2
558,"posteromedial visual area, layer 6a",1631913.8
559,"posteromedial visual area, layer 6b",316899.2
560,principal mammillary tract,486611.2
561,root,3679234698.0
562,stria medullaris,4507217.3
563,stria terminalis,5215303.6
564,subependymal zone,2071215.14
565,superior colliculus commissure,242898.6
566,supra-callosal cerebral white matter,14259225.3
567,supraoptic commissures,359675.59
568,thalamus related,29884640.0
569,third ventricle,14363402.2
570,ventral hippocampal commissure,925123.6
571,ventricular systems,61982745.7
