,BrainRegion,Class,Num_cells,id,channel
9056,"Nucleus of the lateral olfactory tract, layer 3",negative,0,BRAC5603.3f,cfos
9057,"Nucleus of the lateral olfactory tract, layer 3",positive,295,BRAC5603.3f,cfos
9058,"Nucleus of the lateral olfactory tract, molecular layer",negative,14,BRAC5603.3f,cfos
9059,"Nucleus of the lateral olfactory tract, molecular layer",positive,362,BRAC5603.3f,cfos
9060,"Nucleus of the lateral olfactory tract, pyramidal layer",negative,1,BRAC5603.3f,cfos
9061,"Nucleus of the lateral olfactory tract, pyramidal layer",positive,968,BRAC5603.3f,cfos
9062,Nucleus of the optic tract,negative,9,BRAC5603.3f,cfos
9063,Nucleus of the optic tract,positive,353,BRAC5603.3f,cfos
9064,Nucleus of the posterior commissure,negative,3,BRAC5603.3f,cfos
9065,Nucleus of the posterior commissure,positive,1886,BRAC5603.3f,cfos
9066,Olfactory areas,negative,40,BRAC5603.3f,cfos
9067,Olfactory areas,positive,2831,BRAC5603.3f,cfos
9068,Olfactory tubercle,negative,199,BRAC5603.3f,cfos
9069,Olfactory tubercle,positive,11108,BRAC5603.3f,cfos
9070,Olivary pretectal nucleus,negative,1,BRAC5603.3f,cfos
9071,Olivary pretectal nucleus,positive,219,BRAC5603.3f,cfos
9072,Pallidum,negative,41,BRAC5603.3f,cfos
9073,Pallidum,positive,2769,BRAC5603.3f,cfos
9074,Paracentral nucleus,negative,1,BRAC5603.3f,cfos
9075,Paracentral nucleus,positive,947,BRAC5603.3f,cfos
9076,Parafascicular nucleus,negative,2,BRAC5603.3f,cfos
9077,Parafascicular nucleus,positive,2487,BRAC5603.3f,cfos
9078,Parastrial nucleus,negative,4,BRAC5603.3f,cfos
9079,Parastrial nucleus,positive,516,BRAC5603.3f,cfos
9080,Parasubthalamic nucleus,negative,1,BRAC5603.3f,cfos
9081,Parasubthalamic nucleus,positive,985,BRAC5603.3f,cfos
9082,Parataenial nucleus,negative,0,BRAC5603.3f,cfos
9083,Parataenial nucleus,positive,1931,BRAC5603.3f,cfos
9084,Paraventricular hypothalamic nucleus,negative,79,BRAC5603.3f,cfos
9085,Paraventricular hypothalamic nucleus,positive,1197,BRAC5603.3f,cfos
9086,"Paraventricular hypothalamic nucleus, descending division",negative,1,BRAC5603.3f,cfos
9087,"Paraventricular hypothalamic nucleus, descending division",positive,945,BRAC5603.3f,cfos
9088,Paraventricular nucleus of the thalamus,negative,9,BRAC5603.3f,cfos
9089,Paraventricular nucleus of the thalamus,positive,4464,BRAC5603.3f,cfos
9090,Periaqueductal gray,negative,1,BRAC5603.3f,cfos
9091,Periaqueductal gray,positive,1586,BRAC5603.3f,cfos
9092,Perifornical nucleus,negative,1,BRAC5603.3f,cfos
9093,Perifornical nucleus,positive,815,BRAC5603.3f,cfos
9094,Peripeduncular nucleus,negative,0,BRAC5603.3f,cfos
9095,Peripeduncular nucleus,positive,35,BRAC5603.3f,cfos
9096,Perireunensis nucleus,negative,1,BRAC5603.3f,cfos
9097,Perireunensis nucleus,positive,832,BRAC5603.3f,cfos
9098,"Perirhinal area, layer 1",negative,4,BRAC5603.3f,cfos
9099,"Perirhinal area, layer 1",positive,383,BRAC5603.3f,cfos
9100,"Perirhinal area, layer 2/3",negative,2,BRAC5603.3f,cfos
9101,"Perirhinal area, layer 2/3",positive,984,BRAC5603.3f,cfos
9102,"Perirhinal area, layer 5",negative,0,BRAC5603.3f,cfos
9103,"Perirhinal area, layer 5",positive,305,BRAC5603.3f,cfos
9104,"Perirhinal area, layer 6a",negative,0,BRAC5603.3f,cfos
9105,"Perirhinal area, layer 6a",positive,25,BRAC5603.3f,cfos
9106,"Perirhinal area, layer 6b",negative,0,BRAC5603.3f,cfos
9107,"Perirhinal area, layer 6b",positive,2,BRAC5603.3f,cfos
9108,"Periventricular hypothalamic nucleus, anterior part",negative,19,BRAC5603.3f,cfos
9109,"Periventricular hypothalamic nucleus, anterior part",positive,386,BRAC5603.3f,cfos
9110,"Periventricular hypothalamic nucleus, intermediate part",negative,59,BRAC5603.3f,cfos
9111,"Periventricular hypothalamic nucleus, intermediate part",positive,582,BRAC5603.3f,cfos
9112,"Periventricular hypothalamic nucleus, posterior part",negative,24,BRAC5603.3f,cfos
9113,"Periventricular hypothalamic nucleus, posterior part",positive,464,BRAC5603.3f,cfos
9114,"Periventricular hypothalamic nucleus, preoptic part",negative,11,BRAC5603.3f,cfos
9115,"Periventricular hypothalamic nucleus, preoptic part",positive,648,BRAC5603.3f,cfos
9116,Piriform area,negative,285,BRAC5603.3f,cfos
9117,Piriform area,positive,44178,BRAC5603.3f,cfos
9118,Piriform-amygdalar area,negative,40,BRAC5603.3f,cfos
9119,Piriform-amygdalar area,positive,4245,BRAC5603.3f,cfos
9120,Posterior amygdalar nucleus,negative,8,BRAC5603.3f,cfos
9121,Posterior amygdalar nucleus,positive,2361,BRAC5603.3f,cfos
9122,"Posterior auditory area, layer 1",negative,0,BRAC5603.3f,cfos
9123,"Posterior auditory area, layer 1",positive,17,BRAC5603.3f,cfos
9124,"Posterior auditory area, layer 2/3",negative,0,BRAC5603.3f,cfos
9125,"Posterior auditory area, layer 2/3",positive,163,BRAC5603.3f,cfos
9126,"Posterior auditory area, layer 4",negative,0,BRAC5603.3f,cfos
9127,"Posterior auditory area, layer 4",positive,132,BRAC5603.3f,cfos
9128,"Posterior auditory area, layer 5",negative,0,BRAC5603.3f,cfos
9129,"Posterior auditory area, layer 5",positive,313,BRAC5603.3f,cfos
9130,"Posterior auditory area, layer 6a",negative,0,BRAC5603.3f,cfos
9131,"Posterior auditory area, layer 6a",positive,131,BRAC5603.3f,cfos
9132,"Posterior auditory area, layer 6b",negative,0,BRAC5603.3f,cfos
9133,"Posterior auditory area, layer 6b",positive,23,BRAC5603.3f,cfos
9134,Posterior complex of the thalamus,negative,2,BRAC5603.3f,cfos
9135,Posterior complex of the thalamus,positive,5938,BRAC5603.3f,cfos
9136,Posterior hypothalamic nucleus,negative,62,BRAC5603.3f,cfos
9137,Posterior hypothalamic nucleus,positive,4692,BRAC5603.3f,cfos
9138,Posterior intralaminar thalamic nucleus,negative,0,BRAC5603.3f,cfos
9139,Posterior intralaminar thalamic nucleus,positive,108,BRAC5603.3f,cfos
9140,Posterior limiting nucleus of the thalamus,negative,1,BRAC5603.3f,cfos
9141,Posterior limiting nucleus of the thalamus,positive,327,BRAC5603.3f,cfos
9142,Posterior pretectal nucleus,negative,0,BRAC5603.3f,cfos
9143,Posterior pretectal nucleus,positive,595,BRAC5603.3f,cfos
9144,Posterior triangular thalamic nucleus,negative,2,BRAC5603.3f,cfos
9145,Posterior triangular thalamic nucleus,positive,752,BRAC5603.3f,cfos
9146,Posterodorsal preoptic nucleus,negative,0,BRAC5603.3f,cfos
9147,Posterodorsal preoptic nucleus,positive,95,BRAC5603.3f,cfos
9148,Postpiriform transition area,negative,3,BRAC5603.3f,cfos
9149,Postpiriform transition area,positive,1350,BRAC5603.3f,cfos
9150,Postsubiculum,negative,0,BRAC5603.3f,cfos
9151,Postsubiculum,positive,10,BRAC5603.3f,cfos
9152,Precommissural nucleus,negative,3,BRAC5603.3f,cfos
9153,Precommissural nucleus,positive,890,BRAC5603.3f,cfos
9154,Preparasubthalamic nucleus,negative,0,BRAC5603.3f,cfos
9155,Preparasubthalamic nucleus,positive,72,BRAC5603.3f,cfos
9156,"Primary auditory area, layer 1",negative,35,BRAC5603.3f,cfos
9157,"Primary auditory area, layer 1",positive,608,BRAC5603.3f,cfos
9158,"Primary auditory area, layer 2/3",negative,31,BRAC5603.3f,cfos
9159,"Primary auditory area, layer 2/3",positive,2260,BRAC5603.3f,cfos
9160,"Primary auditory area, layer 4",negative,14,BRAC5603.3f,cfos
9161,"Primary auditory area, layer 4",positive,1617,BRAC5603.3f,cfos
9162,"Primary auditory area, layer 5",negative,45,BRAC5603.3f,cfos
9163,"Primary auditory area, layer 5",positive,2561,BRAC5603.3f,cfos
9164,"Primary auditory area, layer 6a",negative,5,BRAC5603.3f,cfos
9165,"Primary auditory area, layer 6a",positive,817,BRAC5603.3f,cfos
9166,"Primary auditory area, layer 6b",negative,1,BRAC5603.3f,cfos
9167,"Primary auditory area, layer 6b",positive,73,BRAC5603.3f,cfos
9168,"Primary motor area, Layer 1",negative,53,BRAC5603.3f,cfos
9169,"Primary motor area, Layer 1",positive,2588,BRAC5603.3f,cfos
9170,"Primary motor area, Layer 2/3",negative,245,BRAC5603.3f,cfos
9171,"Primary motor area, Layer 2/3",positive,16320,BRAC5603.3f,cfos
9172,"Primary motor area, Layer 5",negative,154,BRAC5603.3f,cfos
9173,"Primary motor area, Layer 5",positive,13717,BRAC5603.3f,cfos
9174,"Primary motor area, Layer 6a",negative,256,BRAC5603.3f,cfos
9175,"Primary motor area, Layer 6a",positive,11890,BRAC5603.3f,cfos
9176,"Primary motor area, Layer 6b",negative,31,BRAC5603.3f,cfos
9177,"Primary motor area, Layer 6b",positive,641,BRAC5603.3f,cfos
9178,"Primary somatosensory area, barrel field, layer 1",negative,11,BRAC5603.3f,cfos
9179,"Primary somatosensory area, barrel field, layer 1",positive,3855,BRAC5603.3f,cfos
9180,"Primary somatosensory area, barrel field, layer 2/3",negative,10,BRAC5603.3f,cfos
9181,"Primary somatosensory area, barrel field, layer 2/3",positive,17238,BRAC5603.3f,cfos
9182,"Primary somatosensory area, barrel field, layer 4",negative,8,BRAC5603.3f,cfos
9183,"Primary somatosensory area, barrel field, layer 4",positive,17947,BRAC5603.3f,cfos
9184,"Primary somatosensory area, barrel field, layer 5",negative,4,BRAC5603.3f,cfos
9185,"Primary somatosensory area, barrel field, layer 5",positive,11359,BRAC5603.3f,cfos
9186,"Primary somatosensory area, barrel field, layer 6a",negative,10,BRAC5603.3f,cfos
9187,"Primary somatosensory area, barrel field, layer 6a",positive,10423,BRAC5603.3f,cfos
9188,"Primary somatosensory area, barrel field, layer 6b",negative,0,BRAC5603.3f,cfos
9189,"Primary somatosensory area, barrel field, layer 6b",positive,714,BRAC5603.3f,cfos
9190,"Primary somatosensory area, lower limb, layer 1",negative,54,BRAC5603.3f,cfos
9191,"Primary somatosensory area, lower limb, layer 1",positive,1483,BRAC5603.3f,cfos
9192,"Primary somatosensory area, lower limb, layer 2/3",negative,128,BRAC5603.3f,cfos
9193,"Primary somatosensory area, lower limb, layer 2/3",positive,6710,BRAC5603.3f,cfos
9194,"Primary somatosensory area, lower limb, layer 4",negative,13,BRAC5603.3f,cfos
9195,"Primary somatosensory area, lower limb, layer 4",positive,2645,BRAC5603.3f,cfos
9196,"Primary somatosensory area, lower limb, layer 5",negative,6,BRAC5603.3f,cfos
9197,"Primary somatosensory area, lower limb, layer 5",positive,4322,BRAC5603.3f,cfos
9198,"Primary somatosensory area, lower limb, layer 6a",negative,35,BRAC5603.3f,cfos
9199,"Primary somatosensory area, lower limb, layer 6a",positive,2622,BRAC5603.3f,cfos
9200,"Primary somatosensory area, lower limb, layer 6b",negative,5,BRAC5603.3f,cfos
9201,"Primary somatosensory area, lower limb, layer 6b",positive,114,BRAC5603.3f,cfos
9202,"Primary somatosensory area, mouth, layer 1",negative,26,BRAC5603.3f,cfos
9203,"Primary somatosensory area, mouth, layer 1",positive,2048,BRAC5603.3f,cfos
9204,"Primary somatosensory area, mouth, layer 2/3",negative,3,BRAC5603.3f,cfos
9205,"Primary somatosensory area, mouth, layer 2/3",positive,7278,BRAC5603.3f,cfos
9206,"Primary somatosensory area, mouth, layer 4",negative,3,BRAC5603.3f,cfos
9207,"Primary somatosensory area, mouth, layer 4",positive,7011,BRAC5603.3f,cfos
9208,"Primary somatosensory area, mouth, layer 5",negative,7,BRAC5603.3f,cfos
9209,"Primary somatosensory area, mouth, layer 5",positive,7429,BRAC5603.3f,cfos
9210,"Primary somatosensory area, mouth, layer 6a",negative,69,BRAC5603.3f,cfos
9211,"Primary somatosensory area, mouth, layer 6a",positive,9874,BRAC5603.3f,cfos
9212,"Primary somatosensory area, mouth, layer 6b",negative,9,BRAC5603.3f,cfos
9213,"Primary somatosensory area, mouth, layer 6b",positive,385,BRAC5603.3f,cfos
9214,"Primary somatosensory area, nose, layer 1",negative,8,BRAC5603.3f,cfos
9215,"Primary somatosensory area, nose, layer 1",positive,1881,BRAC5603.3f,cfos
9216,"Primary somatosensory area, nose, layer 2/3",negative,3,BRAC5603.3f,cfos
9217,"Primary somatosensory area, nose, layer 2/3",positive,5318,BRAC5603.3f,cfos
9218,"Primary somatosensory area, nose, layer 4",negative,2,BRAC5603.3f,cfos
9219,"Primary somatosensory area, nose, layer 4",positive,6179,BRAC5603.3f,cfos
9220,"Primary somatosensory area, nose, layer 5",negative,12,BRAC5603.3f,cfos
9221,"Primary somatosensory area, nose, layer 5",positive,4146,BRAC5603.3f,cfos
9222,"Primary somatosensory area, nose, layer 6a",negative,27,BRAC5603.3f,cfos
9223,"Primary somatosensory area, nose, layer 6a",positive,4737,BRAC5603.3f,cfos
9224,"Primary somatosensory area, nose, layer 6b",negative,2,BRAC5603.3f,cfos
9225,"Primary somatosensory area, nose, layer 6b",positive,192,BRAC5603.3f,cfos
9226,"Primary somatosensory area, trunk, layer 1",negative,3,BRAC5603.3f,cfos
9227,"Primary somatosensory area, trunk, layer 1",positive,832,BRAC5603.3f,cfos
9228,"Primary somatosensory area, trunk, layer 2/3",negative,0,BRAC5603.3f,cfos
9229,"Primary somatosensory area, trunk, layer 2/3",positive,5629,BRAC5603.3f,cfos
9230,"Primary somatosensory area, trunk, layer 4",negative,1,BRAC5603.3f,cfos
9231,"Primary somatosensory area, trunk, layer 4",positive,2175,BRAC5603.3f,cfos
9232,"Primary somatosensory area, trunk, layer 5",negative,4,BRAC5603.3f,cfos
9233,"Primary somatosensory area, trunk, layer 5",positive,3709,BRAC5603.3f,cfos
9234,"Primary somatosensory area, trunk, layer 6a",negative,2,BRAC5603.3f,cfos
9235,"Primary somatosensory area, trunk, layer 6a",positive,2081,BRAC5603.3f,cfos
9236,"Primary somatosensory area, trunk, layer 6b",negative,0,BRAC5603.3f,cfos
9237,"Primary somatosensory area, trunk, layer 6b",positive,286,BRAC5603.3f,cfos
9238,"Primary somatosensory area, unassigned, layer 1",negative,7,BRAC5603.3f,cfos
9239,"Primary somatosensory area, unassigned, layer 1",positive,1078,BRAC5603.3f,cfos
9240,"Primary somatosensory area, unassigned, layer 2/3",negative,2,BRAC5603.3f,cfos
9241,"Primary somatosensory area, unassigned, layer 2/3",positive,4536,BRAC5603.3f,cfos
9242,"Primary somatosensory area, unassigned, layer 4",negative,3,BRAC5603.3f,cfos
9243,"Primary somatosensory area, unassigned, layer 4",positive,2840,BRAC5603.3f,cfos
9244,"Primary somatosensory area, unassigned, layer 5",negative,0,BRAC5603.3f,cfos
9245,"Primary somatosensory area, unassigned, layer 5",positive,2697,BRAC5603.3f,cfos
9246,"Primary somatosensory area, unassigned, layer 6a",negative,6,BRAC5603.3f,cfos
9247,"Primary somatosensory area, unassigned, layer 6a",positive,2110,BRAC5603.3f,cfos
9248,"Primary somatosensory area, unassigned, layer 6b",negative,3,BRAC5603.3f,cfos
9249,"Primary somatosensory area, unassigned, layer 6b",positive,103,BRAC5603.3f,cfos
9250,"Primary somatosensory area, upper limb, layer 1",negative,15,BRAC5603.3f,cfos
9251,"Primary somatosensory area, upper limb, layer 1",positive,2544,BRAC5603.3f,cfos
9252,"Primary somatosensory area, upper limb, layer 2/3",negative,24,BRAC5603.3f,cfos
9253,"Primary somatosensory area, upper limb, layer 2/3",positive,11222,BRAC5603.3f,cfos
9254,"Primary somatosensory area, upper limb, layer 4",negative,9,BRAC5603.3f,cfos
9255,"Primary somatosensory area, upper limb, layer 4",positive,6108,BRAC5603.3f,cfos
9256,"Primary somatosensory area, upper limb, layer 5",negative,40,BRAC5603.3f,cfos
9257,"Primary somatosensory area, upper limb, layer 5",positive,6959,BRAC5603.3f,cfos
9258,"Primary somatosensory area, upper limb, layer 6a",negative,28,BRAC5603.3f,cfos
9259,"Primary somatosensory area, upper limb, layer 6a",positive,5456,BRAC5603.3f,cfos
9260,"Primary somatosensory area, upper limb, layer 6b",negative,10,BRAC5603.3f,cfos
9261,"Primary somatosensory area, upper limb, layer 6b",positive,256,BRAC5603.3f,cfos
9262,"Primary visual area, layer 1",negative,0,BRAC5603.3f,cfos
9263,"Primary visual area, layer 1",positive,441,BRAC5603.3f,cfos
9264,"Primary visual area, layer 2/3",negative,2,BRAC5603.3f,cfos
9265,"Primary visual area, layer 2/3",positive,2094,BRAC5603.3f,cfos
9266,"Primary visual area, layer 4",negative,1,BRAC5603.3f,cfos
9267,"Primary visual area, layer 4",positive,1699,BRAC5603.3f,cfos
9268,"Primary visual area, layer 5",negative,0,BRAC5603.3f,cfos
9269,"Primary visual area, layer 5",positive,2176,BRAC5603.3f,cfos
9270,"Primary visual area, layer 6a",negative,0,BRAC5603.3f,cfos
9271,"Primary visual area, layer 6a",positive,1201,BRAC5603.3f,cfos
9272,"Primary visual area, layer 6b",negative,0,BRAC5603.3f,cfos
9273,"Primary visual area, layer 6b",positive,243,BRAC5603.3f,cfos
9274,Prosubiculum,negative,1,BRAC5603.3f,cfos
9275,Prosubiculum,positive,289,BRAC5603.3f,cfos
9276,Red nucleus,negative,0,BRAC5603.3f,cfos
9277,Red nucleus,positive,88,BRAC5603.3f,cfos
9278,Reticular nucleus of the thalamus,negative,14,BRAC5603.3f,cfos
9279,Reticular nucleus of the thalamus,positive,4376,BRAC5603.3f,cfos
9280,Retrochiasmatic area,negative,49,BRAC5603.3f,cfos
9281,Retrochiasmatic area,positive,176,BRAC5603.3f,cfos
9282,Retroparafascicular nucleus,negative,0,BRAC5603.3f,cfos
9283,Retroparafascicular nucleus,positive,339,BRAC5603.3f,cfos
9284,"Retrosplenial area, dorsal part, layer 1",negative,10,BRAC5603.3f,cfos
9285,"Retrosplenial area, dorsal part, layer 1",positive,1458,BRAC5603.3f,cfos
9286,"Retrosplenial area, dorsal part, layer 2/3",negative,9,BRAC5603.3f,cfos
9287,"Retrosplenial area, dorsal part, layer 2/3",positive,6393,BRAC5603.3f,cfos
9288,"Retrosplenial area, dorsal part, layer 5",negative,6,BRAC5603.3f,cfos
9289,"Retrosplenial area, dorsal part, layer 5",positive,6384,BRAC5603.3f,cfos
9290,"Retrosplenial area, dorsal part, layer 6a",negative,3,BRAC5603.3f,cfos
9291,"Retrosplenial area, dorsal part, layer 6a",positive,3349,BRAC5603.3f,cfos
9292,"Retrosplenial area, dorsal part, layer 6b",negative,0,BRAC5603.3f,cfos
9293,"Retrosplenial area, dorsal part, layer 6b",positive,169,BRAC5603.3f,cfos
9294,"Retrosplenial area, lateral agranular part, layer 1",negative,2,BRAC5603.3f,cfos
9295,"Retrosplenial area, lateral agranular part, layer 1",positive,1112,BRAC5603.3f,cfos
9296,"Retrosplenial area, lateral agranular part, layer 2/3",negative,1,BRAC5603.3f,cfos
9297,"Retrosplenial area, lateral agranular part, layer 2/3",positive,4404,BRAC5603.3f,cfos
9298,"Retrosplenial area, lateral agranular part, layer 5",negative,3,BRAC5603.3f,cfos
9299,"Retrosplenial area, lateral agranular part, layer 5",positive,3868,BRAC5603.3f,cfos
9300,"Retrosplenial area, lateral agranular part, layer 6a",negative,4,BRAC5603.3f,cfos
9301,"Retrosplenial area, lateral agranular part, layer 6a",positive,1872,BRAC5603.3f,cfos
9302,"Retrosplenial area, lateral agranular part, layer 6b",negative,0,BRAC5603.3f,cfos
9303,"Retrosplenial area, lateral agranular part, layer 6b",positive,185,BRAC5603.3f,cfos
9304,"Retrosplenial area, ventral part, layer 1",negative,16,BRAC5603.3f,cfos
9305,"Retrosplenial area, ventral part, layer 1",positive,1712,BRAC5603.3f,cfos
9306,"Retrosplenial area, ventral part, layer 2/3",negative,13,BRAC5603.3f,cfos
9307,"Retrosplenial area, ventral part, layer 2/3",positive,5054,BRAC5603.3f,cfos
9308,"Retrosplenial area, ventral part, layer 5",negative,18,BRAC5603.3f,cfos
9309,"Retrosplenial area, ventral part, layer 5",positive,8841,BRAC5603.3f,cfos
9310,"Retrosplenial area, ventral part, layer 6a",negative,8,BRAC5603.3f,cfos
9311,"Retrosplenial area, ventral part, layer 6a",positive,3076,BRAC5603.3f,cfos
9312,"Retrosplenial area, ventral part, layer 6b",negative,2,BRAC5603.3f,cfos
9313,"Retrosplenial area, ventral part, layer 6b",positive,274,BRAC5603.3f,cfos
9314,Rhomboid nucleus,negative,0,BRAC5603.3f,cfos
9315,Rhomboid nucleus,positive,702,BRAC5603.3f,cfos
9316,Rostral linear nucleus raphe,negative,0,BRAC5603.3f,cfos
9317,Rostral linear nucleus raphe,positive,31,BRAC5603.3f,cfos
9318,"Rostrolateral area, layer 1",negative,2,BRAC5603.3f,cfos
9319,"Rostrolateral area, layer 1",positive,564,BRAC5603.3f,cfos
9320,"Rostrolateral area, layer 2/3",negative,2,BRAC5603.3f,cfos
9321,"Rostrolateral area, layer 2/3",positive,2130,BRAC5603.3f,cfos
9322,"Rostrolateral area, layer 4",negative,1,BRAC5603.3f,cfos
9323,"Rostrolateral area, layer 4",positive,1441,BRAC5603.3f,cfos
9324,"Rostrolateral area, layer 5",negative,2,BRAC5603.3f,cfos
9325,"Rostrolateral area, layer 5",positive,1566,BRAC5603.3f,cfos
9326,"Rostrolateral area, layer 6a",negative,0,BRAC5603.3f,cfos
